"ID","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
"1300",6.06,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0.082,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.232,0,0,0,0.562,0.606,0,1.684,10,32,1
"2104",0,0,0,0,0,0,0,0,1.656,0.54,0,0.058,0,0,0,0,0,0,1.62,0,0,0,0,0,1.864,1.08,0.54,0,0.37,0.54,0.54,0.618,0,0.54,1.08,0.54,0.54,0,0,0.54,0,0,0.54,0.237,0.54,0,0.559,0,0,0,0,0,0.126,0,3.039,13,155,0
"2946",0,0,0,0,0.37,0.187,0,0,0.036,0,0,0.378,0.37,0,0.2,0,0.75,0,1.12,0,0.37,0.245,0,0,0.244,0,0,0,0.122,0,0,0.078,0,0,0.75,0,0,0,0,0,0,0.734,0,0.237,0.37,0,0.054,0,0,0,0,0,0.18,0,1.066,4,128,0
"509",0,0.39,1.18,0,0.39,0,0,0,0.036,0.78,0.78,0.922,0,0,0.525,0,0,0,1.18,0,1.18,0.096,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,3.54,0.185,0,0.237,0.39,0,0.064,0.244,0,0,0,0.865,0.255,0.064,5.87,42,364,1
"1786",0,0,1.01,0,0,0,0.5,0,0.036,2.02,1.51,1.582,0,0,0,0,0,0,3.53,0,1.01,0,1.51,1.01,0.244,0,0,0,0,0,0,0.078,0.02,0,0,0,0,0,0,0,0.5,0,0,0.237,0,0,0.089,0.029,0,0,0,1.337,0.662,0,4.09,23,225,1
"2243",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0.244,0,2.04,0,0.216,0,0,0.078,2.232,0,0,0,0,0,0,0,0,0.089,0,0.237,0,0,0,0.112,0,0,0,0.493,0.126,0,2.434,17,56,0
"3513",0,0,0.23,0,0.69,0.096,0,0.23,0.036,0,0,1.585,0,0,0.164,0,0,0,0.23,0,0,0,0,0,0.474,0.23,0,0,0.003,0,0,0.078,0.023,0,0,0,0,0,0,0,0,0.053,0,0.467,0,0,0.068,0.093,0,0,0,0.217,0.126,0,1.483,9,89,0
"1201",0.21,0.28,0.43,0,0.04,0,0.04,0.43,0.036,0.69,0.23,0.847,0.52,1.14,0,0,0.4,0,2.93,0,1.36,0.22,0.97,0.31,0.244,0,0,0.4,0.145,0,0,0.078,0,0,0,0,0,0,0,0,0.23,0.052,0,0.237,0.02,0,0.064,0.247,0,0,0,0.189,0.86,0.145,5.328,144,3016,1
"895",0.06,0.41,0.41,0,0.13,0.347,0.03,0.41,0.036,0.94,0.27,0.646,0.45,1.15,0,0,0.41,0,2.99,0,1.25,0.201,0.34,0.59,0.244,0,0,0.52,0.019,0,0,0.078,0.149,0,0,0,0,0,0,0,0.24,0.047,0,0.237,0.1,0,0.076,0,0.011,0,0,0.61,0.699,0.112,5.761,131,2224,1
"3391",0,0,0,0,0,0.168,0,0,2.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.794,2.77,0,0,0,2.77,0,0.078,0,0,2.77,0,0,0,0,0,0,0.062,0,0.237,0,0,0,0,0,0,0,0.019,0.126,0,1.857,11,26,0
"3653",0,0,0,0,0,0.086,0,0,0.036,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,20,0,0,0,0,0,0,0.173,0,0.237,0,0,0,0,0,0,0,0.151,0.126,0,1,1,5,0
"2216",0,0,0,0,0,0,0,2.77,0.036,0,0,0,0,0,0.141,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0.015,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0.126,0,1.1,2,11,0
"1130",0,0,0.48,0,0.72,0.424,0,0,0.036,0,0.48,0.00699999999999998,0,0,0.114,0,0,0,1.2,0,1.44,0.065,0.48,0.24,0.244,0,0,0.24,0.193,0.24,0,0.078,0.185,0,0,0,0,0,0,0.24,0.48,0.052,0.24,0.237,0,0,0.036,0.305,0,0,0,0.283,0.31,0,2.336,66,264,1
"243",0,0.55,0.55,0,1.11,0.784,2.23,0,0.036,0.55,0,0.597,0,0,0.031,0,0,0.396,3.35,0,1.11,0.237,0,0,0.244,0,0,0,0.062,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0.55,0,0.159,0.138,0,0,0,0.3,0.126,0.079,16.739,147,385,1
"153",0,0,0.67,0,2.7,0,0,0.67,0.036,0,0,0.207,0,0,0,0,0.67,0.516,4.05,0,1.35,0.232,0,0,0.244,0,0,0,0.128,0,0,0.078,0,0,0,0,0,0,0,0,0,0.239,0,0.237,0,0,0,0.237,0,0,0,0.00900000000000001,0.126,0,1.064,3,33,1
"2264",0,0,0,0,0.93,0.074,0,0,0.036,0,0,1.149,0,0,0.235,0,0,0,0,0,0,0,0,0,3.974,0,0,0,0,0,0,0.078,3.681,0,0,0,0,0,0,0,0,0.062,0,0.237,0,0,0,0.061,0,0,0,0.03,0.126,0,1.533,7,46,0
"1906",0.14,0,0,0,0.14,0.036,0,0,0.036,0,0,0.767,0,0,0.239,1.16,0,0,0.14,0,0,0.235,0,0,2.724,1.6,0,0,0.236,0.14,0,0.078,0.005,0,0,0,1.16,0,0.29,0,0,0,0,0.237,0.14,3.07,0.433,0,0.144,0,0.082,0.039,0.126,0,4.113,52,654,0
"89",0,0.06,0.47,0,0.4,0.128,0,0.06,0.036,0.06,0,0.197,0.13,0,0,0,0,0,1.14,0.13,1.21,0,0,0.06,0.244,0,0,0.67,0.236,0,0,0.078,0.053,0,0,0,0,0,0,0,0.2,0.092,0,0.237,0.06,0,0.107,0,0.021,0,0,0,0.211,0.01,3.353,144,845,1
"600",0,0,0,0,0,0.034,0.9,0.9,0.036,0,0,0,0,0,0,0,0.9,0.746,1.81,0,2.72,0,0,0.9,0.244,0,0,0,0,0,0,0.078,0.207,0,0,0,0,0,0,0,0,0.113,0,0.237,0,0,0,0.095,0,0,0,0.496,0.126,0,2.818,19,62,1
"2675",0,0,0,0,0,0,0,0,1.456,0,0,1.588,0,0,0.09,0,0,0,0,0,4.28,0.188,0,0,3.094,1.42,1.42,0,1.61,1.42,1.42,1.498,0,1.42,4.28,1.42,1.42,0,1.42,1.42,0,0.055,1.42,0.237,1.42,0,0.419,0,0,0,0,0.15,0.126,0,2.133,12,64,0
"4496",0,0,0,0,0,0.037,0,0,0.036,0,0,1.112,0,0,0.249,0,0,0,3.8,0,0,0,0,0,0.244,0,0,0,0.006,0,0,0.078,0,0,0,0,0.95,0,0,0,0,0.238,0,0.237,0,2.85,0,0.244,0,0,0,0.212,0.126,0,3.125,15,50,0
"4480",0,0,0.86,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,3.17,0,0.28,0.077,0,0,0.814,0,0,0,0.005,0,0,0.078,0.188,0,0,0,0,0,0,0,0.57,0,0,0.237,0.86,0,0.196,0,0,0,0,0.111,0.273,0,1.1,2,55,0
"3381",0,0,0.08,0,0,0,0,0.08,0.036,0,0,0.13,0,0,0.185,0,0,0,0.35,0,0.26,0,0,0,1.124,0.97,0,0.79,0,0,0,0.078,0.393,0,0.08,0,0,0,0,0,0,0.205,0,0.237,0,0,0.162,0,0.149,0,0.049,0,0.15,0,2.9,40,673,0
"307",0,0,0.56,0,0,0.08,0,0,0.036,1.32,0,0.888,0.75,0.18,0.108,0,0,0,0.94,0,0,0.196,0.18,0,0.244,0,0,0,0.089,0,0,0.078,0.155,0,0,0,0,0,0,0,0.18,0.064,0,0.237,0,0,0.14,0.009,0,0,0,0.183,0.196,0,2.616,23,191,1
"3754",0,0,0.44,0,0.44,0.235,0,0,0.916,0.44,0,0.658,0,0,0,0,0,0.726,2.22,0,2.22,0,0,0,1.574,0.44,0.88,0,0.114,0.88,0,0.078,0.016,0,0.88,0,0,0,0,0,0,0,0,0.237,0,0,0.506,0.335,0,0,0,0,0.126,0,3.772,45,249,0
"1138",0.42,0,0.08,0,0.42,0.292,0.08,0.17,0.036,0.08,0,0.612,0.17,0.17,0,0,0.17,0,1.2,0,3.17,0.186,0.34,0.08,0.244,0,0,0.08,0,0,0,0.078,0.141,0,0,0,0,0,0,0,0,0.068,0,0.237,0,0,0.085,0,0,0,0.028,0.04,0.14,0,4.07,48,574,1
"313",0,0,0.16,0,0.16,0.152,0.16,0,0.036,0.16,0.16,0,0,0,0,0,0,0.496,0.82,0,0,0,0,0,0.244,0,0,0.65,0,0,0,0.078,0.101,0,0,0,0,0,0,0.16,1.64,0.182,0,0.237,0,0,0.066,0.182,0,0,0,0.754,0.789,0,5.289,52,1116,1
"1847",0,0,0.79,0,0,0.008,0,0,0.036,0,0,0.276,0,0,0.022,0.39,0,0.236,3.18,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0.133,0,0,0,0.39,0,0,0,0,0,0,0.237,0.39,0.39,0.237,0,0,0,0,0.044,0.126,0.059,2.51,12,123,0
"2400",0,0,0,0,1.92,0.172,0,0,0.036,0,0,2.925,0,0,0,0,0,0,0,0,0,0.192,0,0,1.204,0.96,0.96,0,0.22,0,1.92,0.078,0.169,0,0,0,0.96,0,0.96,0,0,0.186,0,4.077,0,0,0,0,0,0,0,0.057,0.126,0.161,2.307,14,90,0
"3541",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0.84,1.514,0.42,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0.84,0,0.781,0,0.325,0,0,0,0.126,0,4.758,14,276,0
"1891",0,0,0,0,0,0.107,0,0,0.036,0,0,1.221,0,0,0.228,0,0,0,1.07,0,0,0.011,0,0,0.244,0,0,0,0,0,0,0.078,2.082,0,0,0,0,0,0,0,0,0.033,0,3.457,0,0,0,0,0,0,0,0,0.126,0,1.416,6,68,0
"3313",0,0,0,0,0,0.226,0,0,0.036,0,0,0,0,0,0,0,2.63,0,2.63,0,5.26,0.124,0,0,0.244,0,0,5.26,0.164,0,0,0.078,0.035,0,0,0,0,0,0,0,0,0.087,0,0.237,0,0,0,0,0,0,0,0,0.126,0,2.058,11,35,0
"2843",0,0,0,0,0,0.005,0,0.19,0.036,0,0,0.785,0.38,0,0,0,0.58,0,0,0,0,0.105,0.38,0,3.724,0,0,0,0.131,0,0,0.078,0.246,0,0,0.19,0.19,0.19,0,0,0,0.193,0,0.237,0,0,0.108,0,0.027,0,0,0.002,0.234,0,2.634,23,303,0
"4433",0,0,0,0,0,0.369,0,0,0.036,0,0,0.108,0,0,0,0,0,0.286,0.44,0,0.44,0.214,0,0,0.244,0,0,0,0.035,0,0,0.078,0,0,0,0,0.44,0,0,0,0.44,0.125,0,0.237,0.44,0.44,0.175,0,0,0,0.058,0,0.126,0.058,8.478,122,390,0
"2664",0,0,0.87,0,0,0.072,0,0.87,0.036,0,0,0.224,0,0,0,0,0,0,1.75,0,0,0,0,0,0.244,0,0,0,0.246,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.493,0,0,0,0,0.226,0.126,0,1.344,4,39,0
"3380",0,0,0.59,0,0,0.057,0,1.19,0.036,0,0,1.113,0,0,0,0,0,0,2.97,0,1.19,0,0,0,0.244,0,0,0,0.011,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0.022,0.126,0,1.52,7,38,0
"3432",0,0,0,0,0,0.033,0,0,0.036,0,0,3.688,0,0,0.08,0,0,0,3.1,0,0,0.104,0,0,0.864,0,0,0,1.114,0,0,0.078,0.088,0,0,0,0,0,0,0,0,1.402,0,0.237,0,0,0.11,0,0,0,0,0.047,0.126,0,1.47,8,50,0
"4588",0,0,0,0,0,0,0,0,0.036,0,0,0.789,0.71,0,0.193,0,0,0,0.71,0,0,0,0,0,0.244,0,0,0,0.065,0,0,0.078,0.101,0,0,0,0,0,0,0,0,0,0,0.237,0,0.71,0.125,0,0,0,0,0,0.251,0,1.272,4,28,0
"1920",0,0,2,0,0,0.197,0,1,0.036,0,0,0.973,0,0,0,0,0,0,5,0,1,0,0,0,0.244,0,0,0,0.244,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.204,0.17,0,0,0.356,0.126,0,1.692,4,22,0
"2916",0,0,0,0,0,0.162,0,0,3.156,0,0,0.032,0,0,0.176,0,0,0,3.12,0,0,0,0,0,6.494,3.12,3.12,0,3.21,3.12,3.12,3.198,0,3.12,3.12,3.12,0,0,0,3.12,0,0,0,0.237,0,0,0.913,0.25,0,0,0,0,0.126,0,3.454,11,38,0
"636",0,0.64,0.64,0,0.32,0.08,0,0,0.036,0,0,0.661,0,0,0,0,0,1.136,1.62,0,0.97,0.248,0,0,0.244,0,0,0,0.132,0,0,0.078,0,0,0,0,0,0,0,0,0.32,0.168,0,0.237,0,0,0.053,0,0,0,0,1.091,0.126,0,3.932,61,291,1
"1331",0,0,0,0,0,0.244,0,0,0.036,3.77,0,0.108,0,0,0.123,0,0,0,1.88,0,0,0.08,0,1.88,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.077,0,0.237,0,0,0,0.012,0.264,0,0,0.173,0.126,0,4.333,13,78,1
"6",1.85,0,0,0,1.85,0.061,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.035,0,0,0.078,0.064,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.223,0.066,0,0,0,0.09,0.126,0,3,15,54,1
"1369",0,0,0,0,1.05,1.853,1.05,0,0.036,0,0,0,0,0,0,0,0,0,3.15,0,1.05,0.131,2.1,0,0.244,0,0,0,0.203,0,0,0.078,0.003,0,0,0,0,0,0,0,0,0.032,0,0.237,0,0,0,0,0,0,0,0.216,0.302,0,2.05,6,41,1
"424",0,0,0.94,0,0.94,0,0,0,0.036,0,0,0,0,0,0,0,0,0,4.71,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0.035,0,0,0,0,0,0,0,0.94,0,0,0.237,0,0,0.17,0.231,0,0,0,3.818,0.126,0,1.3,7,52,1
"1939",0,0.25,0,0,0.25,0,0.25,0.25,0.036,0.25,0.25,0.075,0.25,0,0.238,0.25,0,0.866,2.05,0,2.31,0.176,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0.25,0.015,0,0.237,0.51,0.25,0,0.094,0,0,0,0.563,0.126,0.165,1.78,13,146,0
"1711",0,0,0,0,0,0,0,0,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.126,0,0,0.078,0.436,0,0,0,0,0,0.64,0,0,0.034,0,0.237,0,0,0.254,0.13,0,0,0,0,0.126,0,1.987,28,153,1
"3889",0,0,0,0,1.28,0.015,0,0,0.036,2.56,0,0.42,0,0,0.107,0,0,0,1.92,0,0.64,0.046,0,0,0.884,0.64,0,0,0.113,1.92,0,0.078,0,0,0,0,0.64,0,0,0,0,0.036,0,0.237,0,0,0,0.167,0,0,0,0.209,0.126,0,1.536,8,63,0
"97",0,0.35,0.7,0,0.35,0,0,0,0.036,0,0,0.5,0,0,0,0,0,0.546,2.11,0,1.4,0.13,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,1.05,0.02,0,0.237,0.35,0,0.122,0,0,0,0,1.244,0.126,0,3.639,61,313,1
"3146",0,0,0,0,0,0.148,0,0,0.036,0,0,0,0,0,0.218,0,0,0,0,0,0,0.23,0,0,0.244,0,0,0,0.106,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0.126,0,1,1,4,0
"2698",0,0,0,0,0,0,0,0,0.036,0,0,1.017,0,0,0.066,0,0,0,0,0,0,0.198,0,0,0.664,0.42,0,0,0,0,0,0.078,0.044,0,0,1.28,0,0,0,0,0,0,0,0.237,0,0,0,0.145,0,0,0,0.064,0.126,0,1.536,8,106,0
"2591",0,0,0.36,0,0.36,0.218,0,0,0.036,0,0,0.138,0,0,0.231,0,0,0,0,0,0,0.124,0,0,6.494,5.51,0,0,0.14,0,0,0.078,0,0,0,0,1.47,0,0,0,0,0.161,0,0.237,0,0,0.767,0,0.279,0,0.139,0.243,0.126,0,3.722,20,268,0
"1593",0.57,0.38,0.77,0,0,0.382,0,0.77,0.036,1.34,0,0.524,0.38,0,1.355,0,0.19,1.766,2.11,1.15,1.15,0,1.34,0.77,0.244,0,0.19,1.15,0,0,0,0.078,0.009,0,0,0,0,0,0,0,0.19,0.06,0,0.237,0,0,0.027,0.012,0.027,0,0,0.579,0.317,0.054,14.619,525,921,1
"705",0.1,0.1,0.7,0,0.6,0.038,0.4,0.1,0.036,0.8,0.1,0.689,0,0,0.041,0,0,0.856,2.22,0.4,2.02,0,0,0.3,0.244,0,0.1,1.41,0,0,0,0.078,0.214,0,0,0,0,0,0.1,0,0.1,0,0,0.237,0,0,0,0.052,0,0,0.265,0.866,0.523,0.033,3.16,56,1046,1
"3600",0,0,0,0,0,0.045,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,20,0,0,0,0,0,0,0.117,0,0.237,0,0,0,0.002,0,0,0,0,0.126,0,1,1,5,0
"2325",0,0,0,0,0,0.161,0,0.51,0.036,0,0,0.239,0.51,0,0,0,0,0,2.3,0,1.53,0,0,0,0.244,0,0,0,0.2,0,0,0.078,0.172,0,0,0,0.25,0,0,0,0,0.079,0,0.237,0.25,0,0.333,0.153,0,0,0.047,0.22,0.126,0,1.196,5,67,0
"37",0,0,0,0,2.94,0,0,0,0.036,0,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.226,0,0,0.078,0,0,0,0,0,0,0,0,2.94,0,0,0.237,0,0,0.436,0,0.436,0,0,0.676,0.126,0,4.142,12,29,1
"205",0.45,0,0,0,0.68,0.435,0,0.45,0.036,0.22,0.22,0,1.6,0,0.62,0,0.91,1.676,1.83,0,0.68,0,1.6,0,0.244,0,0,0,0.233,0,0,0.078,0,0,0,0,0,0,0,0.91,0,0,0,0.237,0,0,0.037,0,0,0,0,0.093,0.238,0,3.184,30,363,1
"1887",0.46,0,0.15,0,1.53,0.196,0,0.07,0.036,0,0.07,0.353,0.46,0,0.192,0,0.07,0,0.76,0,0.38,0.22,0,0,0.934,0,0,0,0.055,0,0,0.078,0,0,0,0,0.15,0,0,0,0,0.04,0,0.237,0.61,0,0.022,0.067,0,0,0,0.175,0.159,0,1.705,36,220,0
"1271",0,0,0.8,0,0.8,1.809,0,0,0.036,0,0,0.915,1.61,0,0.244,0,0,0,4.03,0,0,0.086,0,0,0.244,0,0,0,0,0,0,0.078,0.103,0,0,0,0,0,0,0,0,0.116,0,0.237,0,0,0,0,0,0,0,0.985,0.126,0,6,48,138,1
"940",0,0.05,0.4,0,0.34,0,0,0.05,0.036,0.05,0,0.359,0.11,0,0,0,0,0,1.04,0.05,0.92,0.198,0,0.05,0.244,0,0,0.57,0.14,0,0,0.078,0,0,0,0,0,0,0,0,0.17,0.095,0,0.237,0.05,0,0.099,0,0.019,0,0,0,0.205,0.009,4.924,95,1310,1
"2717",0,0,2.27,0,0,0.104,0,0,0.036,0,0,4.773,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,2.27,0,0,0,0,0.237,0,0,0,0,0,0,0,0.494,0.126,0,5.25,32,63,0
"2058",0,0,0.2,0,0.2,0.121,0,0.2,0.436,0,0,1.186,0.2,0,0,0,0,0.046,0.4,0,0,0,0,0,2.854,1.2,0.4,0,0,0,0,0.078,0.845,0,0,0,0.8,0,0,0,0,0,0,0.237,0,0.2,0.462,0,0.061,0,0.061,0.043,0.126,0,2.61,24,308,0
"2875",0,0,0,0,0,0.073,0,0,0.036,1.05,0,1.085,0,0,0,0,0,0,1.05,0,0,0,0,0,0.244,1.05,0,0,0.054,0,0,0.078,0,0,3.15,0,1.05,0,1.05,0,1.05,0,1.05,2.337,1.05,0,0.677,0.053,0,0,0,0.363,0.126,0,1.468,12,47,0
"2627",0,0,0.55,0,0,0,0,0,0.036,0,0,0,0,0,0.206,0,0,0,1.65,0,0.55,0.183,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0.55,0,0,0.55,0,0,0,0.048,0,1.337,0.55,0,0.092,0.157,0,0,0,0.211,0.126,0,1.84,5,46,0
"3556",0,0,0,0,0,0,0,0,0.036,1.66,0,0.193,0,0,0,0,0,0,0,0,0,0.198,0,0,0.244,0,0,0,0.246,0,0,0.078,0,0,1.66,0,0,0,0,0,0,0,0,0.237,0,0,0,0.232,0,0,0.265,0,0.126,0,3.85,26,77,0
"3787",0,0,0,0,0,0.141,0,0,0.036,0,0,1.077,1.16,0,0.173,0,0,0,1.16,0,1.16,0,0,0,0.244,0,0,1.16,0.247,0,0,0.078,0,0,1.16,0,0,0,0,0,0,0.154,0,0.237,0,0,0,0,0,0,0,0,0.126,0,1.2,3,12,0
"3200",0,0,0,0,0,0,0,0,0.036,0,0,0.101,0,0,0.1,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.09,0,0.237,0,0,0,0.016,0,0,0,0,0.126,0,1,1,2,0
"816",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,1.416,0,0,0,0,0.78,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.152,0,0.237,0,0,0,0,0,0,0,0,0.31,0,8.161,31,253,1
"4198",0,2.12,0,0,0,0.15,0,0,0.036,0,0,0,0,0,0.22,0,0,0,2.12,0,2.12,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,2.12,0,0.235,0,0,0,0,0.126,0,4.117,47,70,0
"195",0.42,0,0.08,0,0.42,0.189,0.08,0.17,0.036,0.08,0,0.409,0.17,0.17,0.248,0,0.17,0,1.2,0,3.17,0.205,0.34,0.08,0.244,0,0,0.08,0.092,0,0,0.078,0.02,0,0,0,0,0,0,0,0,0.119,0,0.237,0,0,0.081,0.102,0,0,0.027,0.305,0.139,0,4.07,48,574,1
"3529",0,0,0,0,0,0,0,0,0.036,0.68,0,0,0,0,0.249,0,0,0,1.37,0,0,0.24,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0.68,0,0.68,0,0.68,0,0,0.217,0.68,0.237,0,0,0,0.037,0,0,0,0,0.126,0,1.488,12,64,0
"354",0.32,0,0.32,0,0.65,0.54,0.32,0,0.036,0,0,0.56,0.32,0,0.01,0,0.32,0,2.28,0,3.25,0.148,0,0.32,0.244,0,0,0,0.174,0,0,0.078,0,0,0,0,0,0,0,0,0.32,0,0,0.237,0.32,0,0.105,0,0,0,0,0,0.284,0,1.494,10,139,1
"2634",0.2,0,0.2,0,0,0.004,0,0,0.446,0.2,0,0.039,0,0,0.203,0,0,0.046,0.2,0,0,0,0,0,0.444,0.2,0.2,0,0.23,0,0,0.078,0.419,0,0,0,0.2,0,0,0,0,0,0,0.237,0,0,0.148,0.092,0,0,0,0.104,0.126,0,1.669,15,187,0
"232",0,0,1.1,0,0.55,0.189,0,0,0.036,0.55,0,0,0,0,0,0,0,0,2.2,0,1.1,0.114,0,0,0.244,0,0,0,0.103,0,0,0.078,0.147,0,0,0,0,0,0,0,0.55,0.162,0,0.237,0.55,0,0.097,0,0,0,0,0.496,0.126,0,2.338,19,145,1
"2312",0,0,0.61,0,0,0.168,0,0,0.646,0,0,0.444,0,0,0,0,0,0,0.61,0,0,0.207,0,0,5.764,1.22,0.61,0,0.541,1.84,0.61,0.688,0.105,0.61,1.22,0.61,0,0,1.22,0.61,0,0,0,0.237,0.61,0,0.143,0.051,0,0,0,0.195,0.126,0,3.682,51,151,0
"395",0.25,0.19,0.38,0,0.19,0,0,0.76,0.036,0.31,0.25,1.357,0.31,0.38,0,0,0.44,0,2.98,0.69,1.26,0,0.44,0.76,0.244,0,0,0.76,0.176,0,0,0.078,0.095,0,0,0,0,0,0,0.12,0.38,0.212,0.06,0.237,0,0,0.085,0,0,0,0.053,0.406,0.361,0.064,3.702,45,1070,1
"1267",0,0.2,1.01,0,0.8,0.983,0.5,0.1,0.036,0.1,0.3,0.793,0.3,0,1.633,0,0,0.956,1.31,0.2,0.7,0,0.6,0.1,0.244,0,0,0.8,0.173,0,0,0.078,0,0,0,0,0,0,0,0,0.1,0.123,0.2,0.237,0.1,0.1,0.11,0.135,0,0,0,0.562,0.284,0.015,8.55,669,1351,1
"375",0,0,0,0,1.48,0.58,1.48,0,0.036,0.74,0.74,0.764,0.74,0,0,0,0.74,0,2.22,0,3.7,0,0,0,0.244,0,0,0,0.118,0,0,0.078,0.115,0,0,0,0,0,0,0,0.74,0.156,0,0.237,0,0,0,0,0,0,0,0.236,0.126,0,2.346,12,61,1
"3231",0,0,0,0,0,0.115,0,0,0.036,0,0,0,0,0,0.04,0,0,0,0,0,0,0.162,0,0,0.244,0,0,0,0.025,0,0,0.078,0,0,25,0,0,0,0,0,0,0,0,0.237,0,0,0,0.185,0,0,0,0,0.126,0,2,4,6,0
"3990",0.22,0.22,0,0,0.22,0,0,0,0.036,0.45,0,0.267,0,1.59,0,0,0.22,0,1.36,0,0,0,0,0,0.924,0,0.22,0,0,0,0.22,0.078,0.112,0,0.22,0,0.45,0,0,0,0,0.087,0,0.237,0,0,0.053,0.182,0,0,0,0.116,0.126,0,4.964,152,705,0
"2206",0,0,0.66,0,0,0,0,0,0.696,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,2.244,2.66,0.66,0,0.063,0,0,0.078,0.192,0,0,0,1.33,0,0.66,0,0,0.226,0.66,0.237,0,0,0.104,0.128,0,0,0.209,0.013,0.126,0,2.152,17,127,0
"1366",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,1.483,0,0,0.244,0,0,0,0.225,0,0,0.078,0.134,0,0,0,0,0,0,0,1.61,0,0,0.237,0,0,0,0.059,0.714,0,0,0.068,0.126,0,4.333,11,104,1
"1645",0,0.88,0.44,0,0.22,0,0,0.22,0.036,1.54,0,1.027,0.66,0,1.158,0,0,1.386,2.87,0,1.54,0,0,0.22,0.244,0,0,1.32,0,0,0,0.078,0,0,0,0,0,0,0,0.44,0.66,0,0,0.237,0,0,0.085,0,0,0,0,0.433,0.24,0.028,9.1,65,728,1
"602",0,0,0,0,0,0.211,0.79,0.39,0.036,0,0,0.929,0,0,0.23,0,0.39,0,2.37,0,2.76,0,1.18,0.79,0.244,0,0,0,0.13,0,0,0.078,0.227,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.061,0.02,0,0,0,0.569,0.309,0,2.678,13,75,1
"2287",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0.244,0,0,0,0.241,0,0,0.078,0,0,3.03,0,3.03,0,3.03,0,0,5.93,3.03,0.237,0,0,0,0,0,0,0,0,0.126,0,2,12,42,0
"4274",0,0.35,0,0,0,0.141,0,0.35,0.036,0.35,0,0.35,0,0,0.209,0,0,0,1.42,0,0,11.227,0,0,0.244,0,0,0,0.088,0,0,0.078,0.071,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,3.672,0,0,0.255,0.126,0.481,7.464,43,418,0
